timestamp,open,high,low,close,volume
15:29,1903.25,1904.1,1901.0,1901.1,57168
15:28,1904.05,1904.8,1902.9,1903.25,38775
15:27,1903.85,1904.25,1903.75,1903.95,26937
15:26,1903.55,1904.4,1903.15,1903.8,27056
15:25,1904.85,1905.0,1902.3,1903.55,40932
15:24,1907.6,1907.6,1904.6,1904.8,44097
15:23,1908.1,1908.2,1906.8,1907.55,35893
15:22,1908.15,1908.15,1906.85,1907.9,31809
15:21,1906.05,1908.3,1906.0,1908.1,29860
15:20,1906.55,1907.0,1905.7,1906.0,35554
15:19,1904.95,1906.6,1904.9,1906.55,33878
15:18,1905.4,1905.4,1904.3,1904.95,33308
15:17,1907.7,1907.85,1905.0,1905.0,50897
15:16,1906.45,1908.0,1906.45,1907.7,27958
15:15,1905.5,1907.1,1905.45,1906.5,30408
15:14,1905.0,1905.55,1904.95,1905.5,31592
15:13,1904.55,1905.0,1904.45,1905.0,30793
15:12,1903.8,1904.65,1903.75,1904.45,26749
15:11,1904.45,1904.5,1902.85,1903.8,40736
15:10,1903.05,1904.45,1902.8,1904.4,30938
15:09,1903.0,1903.3,1901.45,1902.9,41457
15:08,1903.1,1903.6,1902.9,1902.95,31493
15:07,1903.0,1903.45,1902.1,1903.0,34956
15:06,1901.25,1903.4,1901.1,1902.85,39186
15:05,1900.95,1901.25,1899.25,1901.1,57382
15:04,1901.7,1901.85,1900.2,1901.0,36138
15:03,1900.55,1901.8,1899.2,1901.7,39859
15:02,1901.25,1901.55,1899.35,1900.5,41518
15:01,1900.35,1901.45,1899.75,1901.25,33798
15:00,1898.15,1901.1,1896.25,1900.35,50454
14:59,1897.85,1898.65,1897.6,1898.15,8201
14:58,1898.0,1898.25,1897.05,1897.85,13560
14:57,1897.45,1899.2,1896.95,1898.0,14970
14:56,1897.7,1899.85,1897.45,1897.45,24934
14:55,1897.7,1897.95,1897.3,1897.7,7894
14:54,1897.6,1897.85,1896.85,1897.7,8658
14:53,1896.0,1897.7,1895.9,1897.55,10238
14:52,1895.35,1896.7,1894.95,1896.0,16267
14:51,1894.45,1895.6,1893.9,1895.35,10673
14:50,1895.1,1895.15,1893.7,1894.45,22286
14:49,1895.45,1895.65,1895.05,1895.1,7831
14:48,1895.1,1896.0,1895.05,1895.1,10166
14:47,1893.95,1895.5,1893.9,1894.9,10253
14:46,1894.6,1895.25,1893.6,1893.9,9533
14:45,1894.1,1895.55,1894.1,1894.55,12299
14:44,1894.8,1896.7,1893.95,1894.1,16081
14:43,1892.8,1895.0,1892.75,1895.0,10316
14:42,1893.55,1893.6,1892.8,1892.8,7306
14:41,1893.0,1894.2,1892.75,1893.55,7915
14:40,1892.75,1893.65,1892.55,1893.45,7394
14:39,1891.45,1893.0,1891.45,1892.75,8449
14:38,1892.0,1892.65,1891.35,1891.35,7318
14:37,1892.25,1893.1,1892.0,1892.0,6625
14:36,1892.5,1893.0,1892.0,1892.3,7403
