timestamp,open,high,low,close,volume
15:29,6.62,6.62,6.62,6.62,407
15:28,6.58,6.58,6.58,6.58,0
15:27,6.58,6.58,6.58,6.58,0
15:26,6.58,6.58,6.58,6.58,0
15:25,6.59,6.59,6.58,6.58,7520
15:24,6.58,6.58,6.58,6.58,0
15:23,6.58,6.58,6.58,6.58,0
15:22,6.57,6.58,6.57,6.58,2017
15:21,6.51,6.51,6.51,6.51,0
15:20,6.53,6.53,6.51,6.51,3210
15:19,6.56,6.56,6.56,6.56,0
15:18,6.56,6.56,6.56,6.56,0
15:17,6.56,6.56,6.56,6.56,0
15:16,6.54,6.56,6.54,6.56,500
15:15,6.51,6.51,6.51,6.51,0
15:14,6.51,6.51,6.51,6.51,0
15:13,6.51,6.51,6.51,6.51,0
15:12,6.51,6.51,6.51,6.51,0
15:11,6.51,6.51,6.51,6.51,428
15:10,6.51,6.51,6.51,6.51,0
15:09,6.51,6.51,6.51,6.51,0
15:08,6.51,6.51,6.51,6.51,0
15:07,6.51,6.51,6.51,6.51,60
15:06,6.51,6.51,6.51,6.51,0
15:05,6.51,6.51,6.51,6.51,1
15:04,6.54,6.54,6.54,6.54,23
15:03,6.5,6.5,6.5,6.5,389
15:02,6.5,6.5,6.5,6.5,0
15:01,6.5,6.5,6.5,6.5,0
15:00,6.5,6.5,6.5,6.5,0
14:59,6.5,6.5,6.5,6.5,0
14:58,6.5,6.5,6.5,6.5,0
14:57,6.5,6.5,6.5,6.5,6
14:56,6.42,6.42,6.42,6.42,8
14:55,6.42,6.42,6.42,6.42,0
14:54,6.42,6.42,6.42,6.42,0
14:53,6.42,6.42,6.42,6.42,0
14:52,6.42,6.42,6.42,6.42,0
14:51,6.42,6.42,6.42,6.42,0
14:50,6.42,6.42,6.42,6.42,0
14:49,6.42,6.42,6.42,6.42,0
14:48,6.42,6.42,6.42,6.42,0
14:47,6.42,6.42,6.42,6.42,0
14:46,6.42,6.42,6.42,6.42,0
14:45,6.42,6.42,6.42,6.42,0
14:44,6.42,6.42,6.42,6.42,0
14:43,6.42,6.42,6.42,6.42,0
14:42,6.42,6.42,6.42,6.42,0
14:41,6.42,6.42,6.42,6.42,0
14:40,6.42,6.42,6.42,6.42,1
14:39,6.5,6.5,6.5,6.5,0
14:38,6.5,6.5,6.5,6.5,0
14:37,6.5,6.5,6.5,6.5,14
14:36,6.5,6.5,6.5,6.5,100
14:35,6.45,6.45,6.45,6.45,0
14:34,6.45,6.45,6.45,6.45,252
14:33,6.42,6.42,6.42,6.42,0
14:32,6.42,6.42,6.42,6.42,0
14:31,6.42,6.42,6.42,6.42,0
14:30,6.42,6.42,6.42,6.42,0
14:29,6.45,6.45,6.42,6.42,4
14:28,6.44,6.44,6.42,6.42,150
14:27,6.45,6.45,6.45,6.45,0
14:26,6.45,6.45,6.45,6.45,1195
14:25,6.45,6.45,6.45,6.45,270
14:24,6.5,6.5,6.5,6.5,0
14:23,6.5,6.5,6.5,6.5,0
14:22,6.5,6.5,6.5,6.5,0
14:21,6.5,6.5,6.5,6.5,0
14:20,6.5,6.5,6.5,6.5,0
14:19,6.5,6.5,6.5,6.5,500
14:18,6.5,6.5,6.5,6.5,0
14:17,6.5,6.5,6.5,6.5,245
14:16,6.45,6.45,6.45,6.45,0
14:15,6.45,6.45,6.45,6.45,0
14:14,6.45,6.5,6.45,6.45,95
14:13,6.5,6.5,6.5,6.5,735
14:12,6.45,6.45,6.45,6.45,0
14:11,6.45,6.45,6.45,6.45,0
14:10,6.45,6.45,6.45,6.45,0
14:09,6.45,6.45,6.45,6.45,5
14:08,6.52,6.52,6.52,6.52,0
14:07,6.52,6.52,6.52,6.52,0
14:06,6.52,6.52,6.52,6.52,0
14:05,6.52,6.52,6.52,6.52,0
14:04,6.52,6.52,6.52,6.52,100
14:03,6.52,6.52,6.52,6.52,0
14:02,6.52,6.52,6.52,6.52,0
14:01,6.52,6.52,6.52,6.52,0
14:00,6.52,6.52,6.52,6.52,0
13:59,6.52,6.52,6.52,6.52,0
13:58,6.52,6.52,6.52,6.52,0
13:57,6.52,6.52,6.52,6.52,0
13:56,6.52,6.52,6.52,6.52,0
13:55,6.52,6.52,6.52,6.52,0
13:54,6.52,6.52,6.52,6.52,0
13:53,6.52,6.52,6.52,6.52,0
13:52,6.52,6.52,6.52,6.52,20
13:51,6.52,6.52,6.52,6.52,0
13:50,6.52,6.52,6.52,6.52,0
13:49,6.54,6.54,6.52,6.52,51
13:48,6.52,6.52,6.52,6.52,29
13:47,6.54,6.54,6.54,6.54,100
13:46,6.53,6.53,6.53,6.53,0
13:45,6.53,6.53,6.53,6.53,0
13:44,6.53,6.53,6.53,6.53,1229
13:43,6.53,6.53,6.53,6.53,22
13:42,6.53,6.53,6.53,6.53,200
13:41,6.53,6.53,6.53,6.53,0
13:40,6.53,6.53,6.53,6.53,20
13:39,6.5,6.5,6.5,6.5,0
13:38,6.5,6.5,6.5,6.5,0
